district,schl1,enrollment,asian_pct,black_pct,hispanic_pct,white_pct,pct_frl,ed_lesshs,positive_env,mathscore_gain_std
2279,1727,400,0.014492754,0.002415459,0.004830918,0.956521749,0.104225352,24.10000038,0,-0.650034641
5279,5110,204,0,0.115044251,0.022123894,0.796460152,0.810185179,20,0,-2.139708883
6059,6447,417,0.007371007,0,0.022113021,0.963144958,0.381231666,17.60000038,1,-0.725768032
5709,6110,201,0,0,0,0.972067058,0.343347646,12,0,-1.375356403
3139,2551,618,0.007800312,0.014040561,0.024960998,0.931357265,0.15476191,11.5,0,0.552603817
3949,3250,122,,,,,,21.5,0,0.457790461
4664,3898,514,0.035363458,0.001964637,0.074656188,0.848722994,0.093555095,12.39999962,0,0.99438389
5619,6028,721,0.008759124,0.017518248,0.027737226,0.915328443,0.269798659,15.5,0,-0.502475063
3789,3177,583,0.005025126,0.001675042,0.093802348,0.879396975,0.216216221,17.79999924,0,-0.495180833
1974,1446,240,0,0.159999996,0.017777778,0.74222225,0.665271983,23.79999924,1,-1.714330506
5334,5291,635,0.011182109,0.464856237,0.012779552,0.426517576,0.332302935,9.399999619,0,1.584660866
4619,3833,681,0.035511363,0.017045455,0.102272727,0.796875,0.080188677,8.600000381,0,0.26365991
1174,1006,311,0.010714286,0.003571429,0.110714287,0.853571415,0.300000004,24.89999962,0,-0.99214979
239,127,606,0.018272426,0.284053147,0.101328902,0.561461806,0.46554365,16,1,-0.022098926
5314,5195,636,0.010622155,0.053110775,0.053110775,0.807283759,0.181663834,9.800000191,0,0.045168145
3009,2461,538,0.036750484,0.021276595,0.038684718,0.852998078,0.057877813,3.299999952,0,2.135380027
1014,818,464,0.002074689,0.020746889,0.112033196,0.834024906,0.478350513,20.5,0,-0.642521067
1974,1510,279,0.006756757,0.043918919,0,0.888513505,0.401234575,23.79999924,0,0.140883739
5929,6302,283,0,0,0.003184713,0.98407644,0.164556962,20.39999962,0,0.228669644
5079,4850,199,0,0,0.009345794,0.99065423,0.409090914,22.20000076,0,1.124465791
4529,3691,335,0,0,0.028846154,0.958333313,0.165217388,61.40000153,0,0.814103544
4229,3460,606,0,0.004694836,0.014084507,0.953051627,0.187290974,19.70000076,1,-0.750697488
3009,2468,790,0.068265684,0.040590405,0.016605167,0.854243517,0.007822686,3.299999952,0,1.748974237
5999,6424,422,0.009389671,0.002347418,0.075117372,0.889671385,0.382478632,18.5,0,0.124997338
4714,4434,351,0.00877193,0.464912295,0.219298244,0.277777791,0.606299192,24.39999962,1,-2.359069588
239,242,259,0.007490637,0.348314613,0.273408234,0.23595506,0.718849815,16,0,-2.733507931
5374,5423,569,0.007692308,0.34807691,0.113461539,0.455769241,0.387959875,7.599999905,0,0.916672288
4774,4362,243,0.003937008,0.007874016,0.003937008,0.972440958,0.199152544,14.39999962,0,1.161966126
779,642,537,0,0,0.007393715,0.983364165,0.241316266,12.19999981,1,-0.437972764
1409,1098,184,0,0,0,0.978836,0.181818189,22.39999962,0,-0.923173402
2829,2294,128,0,0,0,0.984962404,0.217105255,19,1,-0.450233566
3999,3310,139,0,0,0,0.976190448,0.394736841,18.29999924,1,0.599911359
5949,6390,205,0,0,0.051886793,0.919811308,0.42194093,22.89999962,0,0.192901776
4684,3966,297,0,0.04074074,0.314814806,0.533333361,0.572881341,24.79999924,0,0.180709254
3334,2756,512,0.016949153,0.010593221,0.033898305,0.915254235,0.208237983,16.29999924,0,-0.257226326
4594,3790,339,0.006097561,0.048780486,0.414634138,0.5,0.696165204,29.10000038,0,0.552071991
2439,2050,572,0.001869159,0.001869159,0.009345794,0.973831773,0.372742184,23.29999924,0,0.338954343
2869,2402,360,0,0.440633237,0.079155676,0.313984156,0.613138713,24.29999924,1,-1.154661325
1899,1374,261,0,0.003676471,0.011029412,0.970588207,0.301115245,17,0,-0.108519148
3629,3068,461,0.005602241,0,0.002801121,0.946778715,0.213151924,15,0,0.462362183
4149,3418,396,0.01183432,0.00295858,0.026627218,0.934911251,0.178921573,14.80000019,0,0.877621222
5354,5353,552,,,,,,7.900000095,0,1.55269644
4419,3670,410,0.001858736,0.005576208,0.09479554,0.892193317,0.256723709,17.5,0,1.625915231
5744,6178,284,0.006622517,0.072847679,0.009933775,0.831125855,0.604316533,11.39999962,0,-0.934906483
2819,2288,404,0.003322259,0.003322259,0.003322259,0.973421931,0.262582056,13.69999981,0,-0.814834369
239,134,264,0,0.330882341,0.220588237,0.378676474,0.779359452,16,1,-1.959291657
239,206,316,0,0.300000012,0.079310343,0.579310358,0.769491516,16,0,-1.740427673
5404,5890,169,0.015873017,0,0.021164021,0.920634925,0.245714284,12,0,2.470063472
3459,2880,303,0,0,0,0.979381442,0.209643599,18.60000038,0,-1.376674509
5744,6155,472,0.007936508,0.061507937,0.029761905,0.815476179,0.498969078,11.39999962,0,-0.372845234
4459,3635,474,0.002183406,0.006550218,0.03930131,0.947598279,0.379373841,20,0,-0.344054066
5354,5342,527,0.045801528,0.362595409,0.040076334,0.446564883,0.127516776,7.900000095,0,1.044786256
1974,1475,438,0,0.030516433,0.01173709,0.889671385,0.776397526,23.79999924,1,-0.884026513
2654,2150,429,0.002257336,0,0.013544018,0.966139972,0.2860412,13.60000038,0,-1.615582271
3319,2728,489,0.008976661,0.084380612,0.032315977,0.804308772,0.161100194,10,0,0.861459373
1014,862,368,0.006097561,0.268292695,0.012195121,0.634146333,0.631999984,20.5,0,-1.163309013
5364,5368,491,0.013944224,0.486055791,0.039840639,0.426294833,0.46926228,16.39999962,0,-0.774583581
2869,2406,416,0.007575758,0.166666672,0.042929292,0.681818187,0.522077918,24.29999924,0,0.684008127
5314,5194,504,0.006711409,0.052013423,0.013422819,0.90436244,0.144957984,9.800000191,1,2.688482589
5259,4928,605,0,0.001692047,0.001692047,0.988155663,0.107868023,14.5,0,-0.091328967
1974,1488,160,0,0.078534029,0,0.863874316,0.279999994,23.79999924,0,1.047268518
5304,5176,560,0.003787879,0.060606062,0.041666668,0.861742437,0.593250431,21.29999924,1,-0.145157301
4149,3422,511,0.009708738,0.002427184,0.038834952,0.907766998,0.277083337,14.80000019,0,0.355924198
4809,4672,414,0.007317073,0.004878049,0.009756098,0.963414609,0.208633095,16.5,1,-0.400505734
1879,1513,246,0.004291845,0.008583691,0.004291845,0.957081556,0.353159867,10.30000019,1,-0.276177577
5404,5886,277,0.170731708,0.284552842,0.130081296,0.321138203,0.519713268,12,0,1.220893013
1004,834,225,0.011363637,0.011363637,0.005681818,0.920454562,0.459677428,22.60000038,0,-0.749284048
399,418,312,0.003095975,0.012383901,0.024767801,0.950464368,0.388059691,12.30000019,0,0.404153617
3449,2840,424,0.00209205,0.006276151,0.00209205,0.970711291,0.544662312,23.29999924,0,0.415245481
1014,872,558,0.009652509,0.104247101,0.104247101,0.708494186,0.447140381,20.5,0,0.120204723
3999,3314,229,0,0.004878049,0,0.980487823,0.448132791,18.29999924,1,0.177633557
1824,1322,646,0.010703363,0.003058104,0.016819572,0.932721734,0.326433122,13.60000038,0,-0.334424319
4684,3968,219,0,0.013953488,0.172093019,0.720930219,0.573459722,24.79999924,1,-1.06681359
259,66,271,0,0,0.0125,0.987500012,0.374531828,16.89999962,0,1.003310212
5079,4914,256,0,0.011627907,0,0.976744175,0.401639357,22.20000076,0,0.143391761
2264,1702,260,0.003636364,0.029090909,0.054545455,0.810909092,0.335106388,22.60000038,1,-1.30251466
1839,1344,647,0.010606061,0,0.010606061,0.956060588,0.212914489,15.19999981,1,-0.070462855
1184,1026,415,0.006993007,0.004662005,0,0.981351972,0.17079208,14,0,0.62252549
2829,5030,271,0,0,0.024390243,0.951219499,0.293729365,19,0,-0.157772858
129,64,507,0.054229934,0.013015185,0.019522777,0.902386129,0.003846154,3.799999952,1,1.343665757
1014,798,319,0.007692308,0.035897437,0.012820513,0.905128181,0.178723402,20.5,1,0.353288565
5929,6337,460,0.006355932,0,0.004237288,0.968220353,0.344298244,20.39999962,0,-0.124695393
4929,4818,550,0.007662835,0.287356317,0.049808428,0.496168584,0.555045865,20.79999924,0,-1.203366299
1839,1334,314,,,,,,15.19999981,0,-0.555412438
5489,5954,261,0.01171875,0.015625,0.14453125,0.81640625,0.415929191,19.29999924,0,0.085607496
5374,5396,651,0.027149322,0.176470593,0.054298643,0.677224755,0.329159215,7.599999905,0,0.430507344
5334,5287,707,0.023323616,0.150145769,0.109329447,0.634110808,0.102601156,9.399999619,0,1.144960559
5744,6166,480,0.074712642,0.036398467,0.022988506,0.818007648,0.138276555,11.39999962,0,0.701356182
2399,1862,258,0,0,0,0.99622643,0.343511445,26.20000076,1,-1.348590339
4594,3798,288,0.006825938,0.013651877,0.266211599,0.69624573,0.531772561,29.10000038,0,-0.797776904
4229,3406,404,0.00954654,0.00954654,0.014319809,0.926014304,0.319512188,19.70000076,0,0.063318853
4519,3678,181,0,0,0.011494253,0.971264362,0.227544919,20,1,-1.917083484
29,34,335,0.003134796,0.003134796,0.065830722,0.815047026,0.318885453,14.5,0,-0.537477122
5364,5379,518,0.002008032,0.397590369,0.022088353,0.518072307,0.518518507,16.39999962,0,0.200736726
5364,5366,380,0.010025063,0.431077689,0.020050125,0.473684222,0.290322583,16.39999962,1,1.388162985
1604,1162,302,0.003030303,0,0,0.981818199,0.258675076,21.79999924,0,-1.10551472
5929,6330,252,0,0,0.003891051,0.980544746,0.214559387,20.39999962,1,-0.669727931
3644,3088,142,0,0,0.019480519,0.980519474,0.458598718,28.79999924,1,0.247893337
3184,2626,456,,,,,,18.89999962,1,-0.294816785
2964,2442,490,0,0,0.004016064,0.983935714,0.438095242,20.70000076,0,-0.979306801
4619,4342,695,0.053731345,0.029850746,0.088059701,0.768656731,0.173290938,8.600000381,0,1.248550129
819,688,516,0,0.004048583,0.093117408,0.884615362,0.25952813,12.5,0,0.424659761
129,61,383,0.020089285,0.042410713,0.022321429,0.892857134,0.031007753,3.799999952,0,1.630452151
1974,1508,318,0.003125,0.28125,0.0125,0.590624988,0.879411764,23.79999924,0,-2.347390874
259,274,380,0.005025126,0.113065325,0.027638191,0.798994958,0.38987343,16.89999962,1,-0.916936366
5314,5202,680,0.011477762,0.107604019,0.050215207,0.794835031,0.21696575,9.800000191,0,0.251425314
3149,2579,496,0,0.002053388,0,0.98151952,0.155870445,,1,-0.032404865
1879,1402,295,0,0,0,0.992395461,0.419354856,10.30000019,1,-0.294625011
4714,4456,661,0.003154574,0.064668767,0.616719246,0.27287066,0.718152873,24.39999962,0,-1.501899361
2399,1914,325,0,0.002857143,0,0.985714257,0.425474264,26.20000076,0,-0.846105425
4714,4440,355,,,,,,24.39999962,1,-2.896325789
1014,822,552,0.003584229,0.017921148,0.034050178,0.906810045,0.234817816,20.5,1,-1.218601142
3949,3270,269,0.011673152,0,0.066147856,0.914396882,0.486666679,21.5,0,0.836892759
1304,1038,146,0,0,0,0.986577153,0.52061855,29.39999962,1,-0.076329256
3999,3320,235,0,0,0.0125,0.949999988,0.248888891,18.29999924,0,-0.766425523
3949,3280,450,0.002808989,0,0.011235955,0.977528095,0.33634311,21.5,0,1.155384221
4419,3666,446,0.002118644,0.004237288,0.188559324,0.802966118,0.377215192,17.5,1,0.644059897
5279,5116,433,0.004319654,0.326133907,0.155507565,0.436285108,0.941666655,20,1,-2.283460221
4209,3427,642,0.023988007,0.016491754,0.011994003,0.944527745,0,7.699999809,1,0.237051922
2739,2216,497,0.003952569,0.013833992,0.009881423,0.916996062,0.441441447,20.79999924,0,-0.924895343
759,590,237,0,0,0.025210084,0.970588207,0.196787141,19.20000076,0,0.469563905
5334,5278,566,0.020920502,0.38075313,0.152719662,0.338912129,0.480680063,9.399999619,1,-0.281996355
879,698,397,,,,,,21.89999962,0,0.145097417
1129,934,259,0,0.00330033,0,0.993399322,0.534351125,17.79999924,0,-0.327064029
5489,5962,396,0.005128205,0.002564103,0.146153852,0.789743602,0.334217511,19.29999924,1,0.681946221
5344,5340,483,0.005870841,0.119373776,0.037181996,0.788649678,0.387715936,13.80000019,1,1.928428714
5364,5362,436,0.007352941,0.379901975,0.017156864,0.52696079,0.450320527,16.39999962,0,1.132810288
5279,4970,612,0.007233273,0.079566002,0.012658228,0.833634734,0.420315251,20,0,-0.713909716
4654,3874,360,0.005797102,0.092753626,0.2231884,0.649275362,0.835106388,29.39999962,0,-1.811383203
5354,5347,448,0.015250545,0.627451003,0.163398698,0.124183007,0.33648394,7.900000095,0,0.414197864
1974,1478,243,,,,,,23.79999924,0,-2.096034535
4209,3437,486,0.017429193,0.002178649,0.017429193,0.956427038,0.16720257,7.699999809,0,1.504197505
5374,5411,501,0.013944224,0.54581672,0.105577692,0.260956168,0.495201543,7.599999905,1,2.349951804
2984,2450,335,,,,,,19.70000076,0,-0.369863578
1879,1359,183,0,0,0,0.988826811,0.155555557,10.30000019,1,-0.443752127
369,367,349,0.034482758,0.02586207,0.091954023,0.764367819,0.699481837,16.29999924,0,-0.790217522
879,704,746,0.007905139,0.018445322,0.243741766,0.689064562,0.430747919,21.89999962,0,-0.838812031
5334,5276,451,0.030303031,0.292011023,0.146005511,0.471074373,0.338541664,9.399999619,1,-0.111608529
2829,2322,439,0,0.007281553,0.009708738,0.966019392,0.350000001,19,0,-0.426492955
5859,6294,293,0.008982036,0.008982036,0.134730533,0.817365289,0.473186128,18.79999924,0,-0.68701391
1409,1122,350,0.008403362,0.005602241,0.030812325,0.927170873,0.321637422,22.39999962,0,0.343411921
4539,3734,241,0.007751938,0.003875969,0.027131783,0.934108555,0.27137547,24.89999962,0,0.920374319
2399,1870,95,0,0,0,1,0.426229507,26.20000076,0,-3.177708271
239,232,479,0.013856813,0.163972288,0.043879908,0.736720562,0.306772918,16,0,-0.584752422
5624,6044,585,0.003225806,0.003225806,0.001612903,0.988709688,0.232786894,15.10000038,1,-0.008663212
4714,4458,470,0.0041841,0.901673615,0.046025105,0.016736401,0.914404996,24.39999962,1,-2.230450624
1944,1398,402,0.011080332,0.005540166,0,0.969529092,0.2540107,12.39999962,0,-1.181111464
1809,1314,550,0.005494506,0,0.023809524,0.93589741,0.28125,18.39999962,1,0.31229244
239,262,563,0.038602941,0.123161763,0.040441178,0.740808845,0.288924553,16,0,-0.796138393
4929,4706,325,0.013513514,0.110810809,0.035135135,0.797297299,0.4906542,20.79999924,0,-1.177937967
369,321,576,0.015209125,0.024714829,0.133079842,0.792775691,0.448873483,16.29999924,0,-1.436991439
5259,5054,699,0.002812939,0,0.004219409,0.978902936,0.098604653,14.5,0,-0.380345162
2124,1562,379,0,0,0,0.997416019,0.062330625,17.5,0,2.244315602
1974,1489,288,0.011627907,0.139534891,0.011627907,0.77131784,0.494661927,23.79999924,1,-0.348811387
4209,3432,527,0.033457249,0.003717472,0.022304833,0.929368019,0.10483871,7.699999809,0,0.850894819
4004,3334,649,0.003125,0.0078125,0.0046875,0.970312476,0.403428577,20.89999962,1,-0.291997883
369,346,383,0.005797102,0,0.002898551,0.979710162,0.290488429,16.29999924,1,0.442846416
5334,5282,606,0.015570934,0.216262981,0.19550173,0.494809687,0.595679,9.399999619,0,-0.379111492
3164,2604,316,0.008955223,0,0,0.958208978,0.119999997,12.89999962,0,1.078035055
5284,5150,432,0.002066116,0.002066116,0.02892562,0.956611574,0.554272532,31.5,1,-0.918567596
4929,4814,465,0.006160164,0.455852151,0.012320329,0.441478431,0.491189428,20.79999924,0,-0.720853863
3629,3014,267,0.003584229,0,0.003584229,0.978494644,0.348591551,15,1,0.076464864
5079,4882,338,0,0,0,1,0.217791416,22.20000076,1,1.406238756
239,268,483,0.022371365,0.212527961,0.031319909,0.700223684,0.330241181,16,0,-0.286232449
5334,5286,661,0.022556391,0.169924811,0.019548872,0.7112782,0.06959153,9.399999619,0,0.444851211
3494,2916,529,0.015151516,0.041666668,0.026515152,0.886363626,0.192452826,8.899999619,0,0.712365579
1564,1182,565,0.004950495,0.001650165,0.00330033,0.980198026,0.144104809,14,0,-0.159491033
3139,2554,588,0.010273973,0.089041099,0.010273973,0.856164396,0.025889968,11.5,0,0.611815702
4419,3606,474,0.015037594,0.009398496,0.167293236,0.800751865,0.35698925,17.5,0,0.243892725
129,39,531,0.03265306,0.073469386,0.030612245,0.840816319,0.02892562,3.799999952,0,1.739706573
5744,6206,217,0.014423077,0.014423077,0.009615385,0.9375,0.186046518,11.39999962,0,0.642580829
5279,4950,377,0,0.114130437,0.016304348,0.804347813,0.497448996,20,0,-0.729065031
5344,5326,429,0.015686275,0.070588239,0.025490196,0.860784292,0.186291747,13.80000019,0,3.238389073
4929,4804,369,0,0.601286173,0.03215434,0.241157562,0.668539301,20.79999924,1,-1.94725504
4584,3775,328,0.011764706,0.014705882,0.061764706,0.891176462,0.084548105,14.19999981,0,0.97500556
619,514,509,0,0.005714286,0,0.986666679,0.152133577,14.5,0,0.422647566
4714,4444,337,0,0.0147929,0.473372787,0.5,0.496855348,24.39999962,1,-0.499026464
259,46,477,0.003968254,0,0.001984127,0.988095224,0.048387095,16.89999962,0,0.901079064
5279,5044,306,0.006230529,0.059190031,0.003115265,0.906542063,0.153094459,20,0,0.141738491
3339,2670,348,0,0,0,0.994318187,0.208695654,14.89999962,1,-0.311915503
5269,4990,260,0.003816794,0,0.125954196,0.870229006,0.266393445,21.39999962,1,-0.665896973
1839,1350,597,0.001748252,0.001748252,0.020979021,0.956293702,0.247261345,15.19999981,1,-0.395234426
239,190,454,0.029017856,0.229910716,0.310267866,0.410714298,0.462686583,16,0,-1.439288813
5249,5002,775,0,0,0.021136064,0.964332879,0.239130441,16,1,1.282460435
674,570,279,0.006349206,0.012698413,0.006349206,0.949206352,0.239700384,16.39999962,1,1.161362919
5334,5292,768,0.013618677,0.33463034,0.033073928,0.531128407,0.220055703,9.399999619,0,-0.530612255
3999,3298,138,,,,,,18.29999924,0,-0.880281013
3789,3190,403,0,0,0.045000002,0.925000012,0.252100848,17.79999924,0,0.223825227
239,266,421,0.004705882,0.277647048,0.054117646,0.614117622,0.43636363,16,0,-0.500414432
3699,3122,694,0.005805515,0.004354137,0.010159652,0.957910001,0.295714289,19.60000038,0,-0.878540978
3419,2802,103,0,0,0.009345794,0.971962631,0.166666668,19.79999924,0,-0.488417161
2819,2303,146,0,0.008,0.016000001,0.976000011,0.158273384,13.69999981,0,0.308151228
2399,1866,143,0,0,0,1,0.102739725,26.20000076,0,0.173300684
3449,2858,314,0,0.031347964,0.034482758,0.899686515,0.581602365,23.29999924,1,1.799706849
239,130,319,0.006269592,0.363636374,0.382445127,0.203761756,0.824999996,16,0,-1.801412665
1304,1058,229,,,,,,29.39999962,0,-0.040749034
1129,942,269,0,0,0,0.993055582,0.533613458,17.79999924,1,-1.190170848
3059,2458,336,0.00625,0,0.016666668,0.972916663,0.267217629,14,0,-0.71935154
239,179,581,0.041522492,0.19550173,0.055363324,0.666089952,0.483870976,16,0,-0.790287461
3999,3326,545,0.017889088,0.008944544,0.008944544,0.883720934,0.399684042,18.29999924,0,-0.337242752
1129,916,232,,,,,,17.79999924,0,-0.012750792
4619,3836,672,0.045857988,0.010355029,0.085798815,0.810650885,0.091074681,8.600000381,1,1.74384247
3009,2490,309,0.00591716,0.035502959,0.035502959,0.869822502,0.202643171,3.299999952,1,2.539348809
239,150,711,0.020143885,0.218705043,0.076258995,0.614388466,0.51603052,16,1,-1.123288846
5079,4902,369,0.002824859,0.005649718,0.008474576,0.966101706,0.396946572,22.20000076,0,0.218625074
5859,6282,301,0,0.003558719,0.028469751,0.911032021,0.553191498,18.79999924,1,-0.256896178
5374,5417,487,0.009803922,0.477941185,0.034313727,0.433823526,0.25296443,7.599999905,1,0.267065375
944,760,506,0,0,0.003577817,0.989266574,0.233999997,17.79999924,1,0.384907045
4734,4310,355,0.005063291,0.005063291,0.106329113,0.845569611,0.208211139,15.69999981,0,-0.160221242
3474,2898,273,0.011070111,0.011070111,0.029520296,0.918819189,0.290076338,11.89999962,1,0.188803831
2869,2398,404,0.041450776,0.095854923,0.015544041,0.795336783,0.26685394,24.29999924,0,1.868665993
29,2,233,0,0.004237288,0.042372882,0.927966118,0.300000004,14.5,0,0.300080232
259,310,425,0.002506266,0.827067673,0.037593983,0.052631579,0.7470356,16.89999962,0,-1.227201684
2289,1736,473,0.004081632,0,0.03265306,0.932653069,0.209944755,30.79999924,1,1.816314808
5364,5374,536,0.004395605,0.096703298,0.224175826,0.637362659,0.450331137,16.39999962,0,1.04769616
1004,838,396,0.00729927,0.080291972,0.026763991,0.77615571,0.481735155,22.60000038,1,0.233119342
4249,3470,402,0.005319149,0.013297873,0.007978723,0.925531924,0.295045048,12.80000019,0,1.455415415
2399,1902,357,0.008645534,0.037463978,0.014409222,0.887608051,0.523573197,26.20000076,0,-0.917763294
259,302,446,0.017977528,0.047191013,0.017977528,0.862921357,0.294264339,16.89999962,1,0.856694367
5374,5429,506,0.009541985,0.505725205,0.192748085,0.234732822,0.328385912,7.599999905,1,0.597385627
239,147,557,0.007575758,0.200757578,0.032196969,0.738636374,0.226575807,16,1,0.046313574
5374,5414,473,0.034632035,0.528138518,0.16883117,0.177489176,0.492307693,7.599999905,1,0.946274688
944,782,746,0.003712871,0.011138614,0.023514852,0.940594077,0.162210338,17.79999924,1,-0.452686161
4349,3628,651,0.001569859,0,0.11145997,0.819466233,0.266955271,15.89999962,0,0.475178783
4419,3654,308,,,,,,17.5,0,-1.60109274
5934,6380,430,0,0,0.004728132,0.981087446,0,17.5,1,-0.488975956
3419,2770,342,0.002976191,0,0.002976191,0.991071403,0.239316233,19.79999924,0,-0.060986038
5354,5352,511,0.024439918,0.521384954,0.136456206,0.242362529,0.317708336,7.900000095,1,0.130693411
4744,4330,430,0.024017468,0.021834061,0.098253272,0.823144078,0.081285447,7,1,0.990414019
239,171,632,0.009771987,0.353420198,0.166123778,0.415309459,0.499270067,16,1,-0.066027263
4249,3472,451,0.01978022,0.006593407,0.030769231,0.916483521,0.106753815,12.80000019,0,1.154826829
2159,1614,406,0,0,0.007575758,0.972222209,0.161209069,31.89999962,0,-0.242939465
